"DispNum3","StDay","StMon","StYear","EndDay","EndMon","EndYear","Outcome","Settle","Fatality","HiAct","HostLev","Recip","NumA","NumB","Ongo2010","StDate","EndDate","incidnum","year","loctext","latitude","longitude","onset"
350,"14","02",1969,"17","05",1969,7,3,0,15,4,0,1,1,0,"14/14/1969","17/17/1969",350001,1969,"Peruvian coastal waters",-12.05,-77.05,1
352,"01","01",1969,"07","11",1969,5,3,-9,17,4,1,1,1,0,"01/01/1969","07/07/1969",352001,1969,"Burma",16.78333,96.16666,1
353,"06","10",1973,"31","10",1973,5,1,0,8,3,1,2,3,0,"06/06/1973","31/31/1973",353001,1973,".",-9999,-9999,1
354,"01","09",1972,"08","11",1973,1,1,1,16,4,1,1,1,0,"01/01/1972","08/08/1973",354001,1972,"North Sea-off of Iceland",64.4,-14.55,1
355,"15","01",1974,"20","01",1974,2,2,-9,17,4,1,1,1,0,"15/15/1974","20/20/1974",355001,1974,"Paracel Island",16.5,112.25,1
356,"12","05",1975,"15","05",1975,7,2,-9,16,4,1,1,1,0,"12/12/1975","15/15/1975",356001,1975,"Waters off Cambodia",12.6,106.5167,1
358,"20","10",1975,"20","10",1975,5,3,1,17,4,1,1,1,0,"20/20/1975","20/20/1975",358001,1975,"NEFA Twang Tract",27.67306,92.16472,1
360,"01","10",1975,"29","11",1975,6,1,0,7,3,1,1,1,0,"01/01/1975","29/29/1975",360001,1975,"Belize-Guatemalan border",16,-88.91666,1
361,"03","02",1976,"03","02",1976,5,3,1,17,4,1,1,1,0,"03/03/1976","03/03/1976",361001,1976,"Afars and Issas, Djibouti",11.595,43.14806,1
362,"19","06",1976,"31","08",1976,5,3,1,17,4,1,1,2,0,"19/19/1976","31/31/1976",362001,1976,".",38.27,127.3,1
363,"04","02",1976,"11","02",1976,5,3,0,16,4,0,1,1,0,"04/04/1976","11/11/1976",363001,1976,"Falkland Islands",-51.75,-59,1
364,"14","03",1974,"14","09",1974,7,3,0,15,4,0,1,1,0,"14/14/1974","14/14/1974",364001,1974,"Xinjiang Province",35.61278,111.2178,1
365,"06","09",1976,"01","11",1976,5,3,0,7,3,1,1,1,0,"06/06/1976","01/01/1976",365001,1976,"Hokkaido, Japan Kurile Islands",44,143,1
366,"27","08",1821,"27","02",1822,5,3,0,7,3,0,1,1,0,"27/27/1821","27/27/1822",366001,1821,"Franco-Spanish border",43.63334,-7.8,1
367,"20","07",1828,"28","08",1828,4,2,0,14,4,0,1,1,0,"20/20/1828","28/28/1828",367001,1828,"Morea, Egypt",26.17583,30.1525,1
368,"15","09",1832,"21","05",1833,2,2,-9,17,4,1,2,3,0,"15/15/1832","21/21/1833",368001,1832,".",50.458,6.489,1
370,"28","08",1830,"01","09",1830,5,3,0,7,3,1,1,1,0,"28/28/1830","01/01/1830",370001,1830,".",49.018,8.337,1
371,"01","01",1842,"13","03",1842,5,3,0,1,2,0,2,1,0,"01/01/1842","13/13/1842",371001,1842,".",-9999,-9999,1
373,"01","01",1846,"08","06",1846,6,1,0,7,3,0,1,1,0,"01/01/1846","08/08/1846",373001,1846,"Pacific Ocean off Oregon",42.78583,-124.6672,1
374,"23","03",1848,"09","08",1848,5,3,-9,16,4,1,3,1,0,"23/23/1848","09/09/1848",374001,1848,".",41.96,12.66,1
375,"01","04",1848,"10","07",1849,6,1,6,20,5,1,4,4,0,"01/01/1848","10/10/1849",375001,1848,".",54.926,9.272,1
377,"01","04",1852,"01","06",1852,4,3,0,7,3,0,1,1,0,"01/01/1852","01/01/1852",377001,1852,"Dardanelles, Turkey",40.25,26.41667,1
378,"24","03",1898,"24","03",1898,5,3,0,1,2,0,1,1,0,"24/24/1898","24/24/1898",378001,1898,"Ili Valley",45.4,74.13333,1
379,"24","03",1898,"10","04",1898,1,2,0,17,4,0,1,1,0,"24/24/1898","10/10/1898",379001,1898,"Kuangchow",21.1,110.4667,1
380,"10","05",1856,"31","05",1856,5,3,0,16,4,1,1,1,0,"10/10/1856","31/31/1856",380001,1856,"Gulf of Mexico",25,-90,1
381,"19","11",1864,"27","11",1864,6,1,0,7,3,0,1,1,0,"19/19/1864","27/27/1864",381001,1864,"Schleswing-Holstein",54,10.5,1
391,"06","09",1898,"05","10",1898,4,3,0,16,4,0,4,1,0,"06/06/1898","05/05/1898",391001,1898,".",-9999,-9999,1
394,"13","09",1914,"13","03",1915,1,2,-9,14,4,0,1,1,0,"13/13/1914","13/13/1915",394001,1914,"Albania",41.3275,19.81889,1
395,"01","02",1916,"10","03",1916,9,3,-9,21,5,1,1,1,0,"01/01/1916","10/10/1916",395001,1916,"Lisbon, Oporto",41.15,-8.616667,1
396,"14","08",1916,"27","08",1916,9,4,0,21,5,0,1,1,0,"14/14/1916","27/27/1916",396001,1916,"Border",47.08889,21.76944,1
397,"17","08",1914,"14","10",1915,9,3,-9,21,5,1,1,3,0,"17/17/1914","14/14/1915",397001,1914,".",42.94,22.95,1
398,"10","02",1915,"21","07",1915,5,3,-9,16,4,1,1,1,0,"10/10/1915","21/21/1915",398001,1915,"North Sea",55.33333,3,1
399,"09","10",1916,"17","04",1917,9,4,-9,21,5,1,1,1,0,"09/09/1916","17/17/1917",399001,1916,"Atlantic Ocean, North Sea]",61.02833,-4.238333,1
400,"05","04",1917,"11","11",1918,8,3,0,16,4,1,1,1,0,"05/05/1917","11/11/1918",400001,1917,"Coast of Brazil",-10.32306,-36.33306,1
406,"01","04",1930,"01","04",1930,5,3,0,11,3,0,1,1,0,"01/01/1930","01/01/1930",406001,1930,"Walwal",14.36667,14.1,1
407,"01","09",1931,"01","09",1931,5,3,0,7,3,0,1,1,0,"01/01/1931","01/01/1931",407001,1931,"Walwal",14.36667,14.1,1
409,"31","05",1937,"06","07",1937,4,3,1,17,4,1,1,1,0,"31/31/1937","06/06/1937",409001,1937,"Amur river",52.93333,141.1667,1
410,"23","09",1938,"01","12",1938,4,3,0,7,3,0,1,1,0,"23/23/1938","01/01/1938",410001,1938,"Soviet/Polish border",52.1,23.7,1
414,"10","04",1941,"11","12",1941,9,3,3,21,5,1,1,1,0,"10/10/1941","11/11/1941",414001,1941,"Atlantic Ocean",16.41417,-37.57639,1
418,"21","05",1940,"25","10",1940,9,3,-9,21,5,0,1,1,0,"21/21/1940","25/25/1940",418001,1940,"Greece-Albania border",41.4,25.06667,1
420,"30","04",1941,"23","05",1941,1,2,-9,17,4,1,1,2,0,"30/30/1941","23/23/1941",420001,1941,".",30.49,47.82,1
421,"12","10",1941,"01","12",1941,5,3,0,16,4,0,1,1,0,"12/12/1941","01/01/1941",421001,1941,"Atlantic Ocean",16.41417,-37.57639,1
501,"05","02",1831,"05","02",1831,4,1,0,4,2,0,1,1,0,"05/05/1831","05/05/1831",501001,1831,"Belgium",50.83333,4.333333,1
502,"12","02",1864,"21","07",1864,6,1,0,7,3,0,1,2,0,"12/12/1864","21/21/1864",502001,1864,".",52.466,10.753,1
503,"23","09",1939,"18","10",1939,4,1,0,14,4,0,1,1,0,"23/23/1939","18/18/1939",503001,1939,"Soviet/Latvian border",57.8325,34.995,1
504,"01","02",1940,"15","06",1940,1,2,0,14,4,0,1,1,0,"01/01/1940","15/15/1940",504001,1940,"Soviet/Lithuanian border",54.68333,25.31667,1
505,"10","06",1940,"17","06",1940,1,2,0,13,4,0,1,1,0,"10/10/1940","17/17/1940",505001,1940,"Soviet/Estonian border",58.45055,28.15639,1
506,"12","07",1881,"01","08",1881,5,3,0,7,3,0,1,1,0,"12/12/1881","01/01/1881",506001,1881,"Tongking, Annam",22,105,1
507,"25","04",1882,"17","06",1882,5,3,0,7,3,1,1,1,0,"25/25/1882","17/17/1882",507001,1882,"Hanoi, Gulf of Tonkin",21.03333,105.85,1
508,"09","07",1866,"09","07",1866,5,3,0,1,2,0,1,1,0,"09/09/1866","09/09/1866",508001,1866,"Adriatic Sea",42,17.5,1
509,"05","08",1866,"07","08",1866,5,3,0,1,2,0,1,1,0,"05/05/1866","07/07/1866",509001,1866,"Franco-Prussian border",48.58333,7.75,1
510,"02","04",1920,"25","10",1922,3,3,0,16,4,0,1,1,0,"02/02/1920","25/25/1922",510001,1920,"Vladivostok",43.13334,131.9,1
511,"24","02",1899,"01","04",1899,5,3,0,7,3,1,1,1,0,"24/24/1899","01/01/1899",511001,1899,"Savman Bay, Chekiang Province",29,120,1
518,"01","03",1941,"13","12",1941,9,3,-9,21,5,1,1,3,0,"01/01/1941","13/13/1941",518001,1941,".",-9999,-9999,1
521,"22","07",1917,"11","11",1918,8,3,0,18,4,0,1,2,0,"22/22/1917","11/11/1918",521001,1917,".",-9999,-9999,1
522,"08","05",1918,"11","11",1918,8,3,0,18,4,0,1,2,0,"08/08/1918","11/11/1918",522001,1918,".",-9999,-9999,1
523,"16","08",1941,"29","01",1942,1,2,-9,16,4,1,2,1,0,"16/16/1941","29/29/1942",523001,1941,"Iran",35.67194,51.42445,1
601,"20","01",1972,"20","01",1972,7,3,0,15,4,0,1,1,0,"20/20/1972","20/20/1972",601001,1972,"Peruvian coastal waters",-12.05,-77.5,1
602,"12","11",1972,"22","11",1972,7,1,0,15,4,0,1,1,0,"12/12/1972","22/22/1972",602001,1972,"Pacific Ocean off Equador",-0.95,-80.73333,1
603,"02","08",1946,"03","08",1946,5,3,0,7,3,1,1,2,0,"02/02/1946","03/03/1946",603001,1946,".",35.91,50.77,1
604,"01","07",1949,"09","09",1949,1,2,-9,16,4,1,1,1,0,"01/01/1949","09/09/1949",604001,1949,"Aden protectorate",12.8,45.03333,1
605,"30","07",1956,"12","12",1956,6,1,-9,17,4,1,1,1,0,"30/30/1956","12/12/1956",605001,1956,"Wa State, Burma",21.49972,99.65305,1
606,"20","10",1956,"14","11",1956,1,2,6,20,5,1,1,1,0,"20/20/1956","14/14/1956",606001,1956,"Hungary",47.5,19.08333,1
607,"13","04",1957,"19","11",1957,5,3,2,17,4,1,3,4,0,"13/13/1957","19/19/1957",607001,1957,".",32.38,37.33,1
608,"07","11",1958,"23","06",1959,5,3,0,15,4,1,1,3,0,"07/07/1958","23/23/1959",608001,1958,".",52.52,13.38,1
610,"22","10",1962,"30","06",1965,5,3,-9,16,4,1,1,1,0,"22/22/1962","30/30/1965",610001,1962,"Yemen/Saudi Arabia border",17.50556,44.18417,1
611,"23","02",1964,"30","04",1975,2,2,6,20,5,1,8,3,0,"23/23/1964","30/30/1975",611001,1964,".",12.84,109.37,1
612,"27","02",1921,"01","05",1921,6,1,0,7,3,1,1,1,0,"27/27/1921","01/01/1921",612001,1921,"Batum, Georgia",41.64889,41.64833,1
613,"23","11",1940,"22","01",1941,1,2,6,20,5,1,1,1,0,"23/23/1940","22/22/1941",613001,1940,"Thai Indochina boader",16.05,105.2167,1
614,"23","02",1944,"23","02",1944,8,3,0,18,4,0,1,1,0,"23/23/1944","23/23/1944",614001,1944,"Turkey",39.935,32.86417,1
616,"01","11",1935,"28","11",1935,5,3,-9,17,4,1,1,1,0,"01/01/1935","28/28/1935",616001,1935,"China",39.92889,116.3883,1
617,"04","02",1942,"04","02",1942,4,3,0,7,3,0,1,1,0,"04/04/1942","04/04/1942",617001,1942,"Cairo,Egypt",30.05,31.25,1
619,"15","11",1975,"01","06",1976,1,1,0,16,4,1,1,1,0,"15/15/1975","01/01/1976",619001,1975,"High Seas-North Sea near Iceland",59,-14,1
620,"05","01",1939,"16","01",1939,5,3,0,1,2,0,1,2,0,"05/05/1939","16/16/1939",620001,1939,".",-9999,-9999,1
621,"16","01",1943,"06","09",1945,8,3,0,18,4,0,1,3,0,"16/16/1943","06/06/1945",621001,1943,".",-9999,-9999,1
622,"09","09",1943,"09","09",1943,8,3,0,18,4,0,1,2,0,"09/09/1943","09/09/1943",622001,1943,".",-9999,-9999,1
623,"01","07",1965,"28","11",1966,5,3,3,16,4,1,1,1,0,"01/01/1965","28/28/1966",623001,1965,"Sikkim",27.75,88.5,1
624,"01","04",1963,"01","04",1963,5,3,0,8,3,1,1,1,0,"01/01/1963","01/01/1963",624001,1963,"French Guyana",4.933333,-52.33333,1
625,"29","07",1922,"29","07",1922,4,3,0,1,2,0,2,1,0,"29/29/1922","29/29/1922",625001,1922,".",-9999,-9999,1
632,"04","04",1917,"11","11",1918,8,3,0,18,4,0,1,1,0,"04/04/1917","11/11/1918",632001,1917,"Cuba",23.13194,-82.36417,1
633,"01","10",1949,"07","08",1950,5,3,1,16,4,1,2,1,0,"01/01/1949","07/07/1950",633001,1949,".",24.61,119.9,1
634,"01","10",1949,"24","01",1950,7,3,0,15,4,0,1,1,0,"01/01/1949","24/24/1950",634001,1949,"Beijing",39.92889,116.3883,1
1002,"26","04",1963,"03","06",1963,5,3,0,16,4,1,1,4,0,"26/26/1963","03/03/1963",1002001,1963,".",18.67,-68.26,1
1006,"20","04",1950,"04","08",1955,5,1,3,17,4,1,1,1,0,"20/20/1950","04/04/1955",1006001,1950,"Jerusalem",31.75,35,1
1008,"17","10",1955,"26","10",1956,5,3,3,17,4,1,1,2,0,"17/17/1955","26/26/1956",1008001,1955,".",31.15,35.687,1
1013,"12","01",1957,"07","11",1957,5,3,0,16,4,0,1,1,0,"12/12/1957","07/07/1957",1013001,1957,"Gulf of Aqaba",29,34.66667,1
1017,"28","10",1965,"28","10",1965,5,3,0,16,4,0,1,1,0,"28/28/1965","28/28/1965",1017001,1965,"Lebanon",33.87194,35.50972,1
1018,"14","06",1962,"04","07",1962,5,3,1,17,4,1,1,1,0,"14/14/1962","04/04/1962",1018001,1962,"Jerusalem",31.75,35,1
1019,"25","08",1963,"29","10",1963,5,3,1,17,4,1,1,1,0,"25/25/1963","29/29/1963",1019001,1963,"Jerusalem",31.75,35,1
1020,"24","01",1964,"05","09",1965,5,3,1,17,4,1,1,1,0,"24/24/1964","05/05/1965",1020001,1964,"Border area, Jerusalem",31.75,35,1
1021,"15","04",1960,"15","08",1962,4,1,2,16,4,1,1,1,0,"15/15/1960","15/15/1962",1021001,1960,"West Irian",-5,138,1
1022,"18","12",1961,"17","08",1962,1,1,-9,17,4,1,1,1,0,"18/18/1961","17/17/1962",1022001,1961,"North New Guenoa",-3.55,143.6333,1
1023,"16","08",1951,"14","12",1951,5,3,0,15,4,0,1,1,0,"16/16/1951","14/14/1951",1023001,1951,"West Irian",5,138,1
1024,"07","11",1957,"27","02",1959,5,3,0,15,4,1,1,1,0,"07/07/1957","27/27/1959",1024001,1957,"West Irian",-5,138,1
1025,"01","08",1927,"01","09",1927,5,3,0,7,3,1,1,1,0,"01/01/1927","01/01/1927",1025001,1927,"Chaco Boreal",-23,-60,1
1026,"22","08",1928,"13","05",1929,5,3,2,17,4,1,1,1,0,"22/22/1928","13/13/1929",1026001,1928,"Chaco Boreal",-23,-60,1
1027,"15","06",1931,"12","06",1935,1,1,6,20,5,1,1,1,0,"15/15/1931","12/12/1935",1027001,1931,"Chaco Boreal",-23,-60,1
1028,"03","10",1936,"04","10",1936,5,3,1,17,4,1,1,1,0,"03/03/1936","04/04/1936",1028001,1936,"Chaco Boreal",-23,-60,1
1029,"01","06",1938,"21","07",1938,6,1,0,7,3,1,1,1,0,"01/01/1938","21/21/1938",1029001,1938,"Chaco Boreal",-23,-60,1
1035,"16","12",1966,"10","06",1967,2,2,6,20,5,1,6,1,0,"16/16/1966","10/10/1967",1035001,1966,".",32.945,35.84,1
1039,"11","06",1970,"26","09",1970,5,3,3,17,4,1,3,4,0,"11/11/1970","26/26/1970",1039001,1970,".",32.38,37.33,1
1042,"01","06",1948,"01","06",1948,8,4,-9,17,4,1,1,1,0,"01/01/1948","01/01/1948",1042001,1948,"Area of Hebron and Jerusalem",31.75,35,1
1043,"21","02",1973,"21","02",1973,5,3,0,16,4,0,1,1,0,"21/21/1973","21/21/1973",1043001,1973,"Sinai peninsula",29.5,34,1
1046,"18","10",1971,"24","10",1973,5,1,6,20,5,1,5,1,0,"18/18/1971","24/24/1973",1046001,1971,".",32.945,35.84,1
1051,"12","05",1968,"15","06",1968,5,3,-9,16,4,1,1,1,0,"12/12/1968","15/15/1968",1051001,1968,"Israel/Lebanon border",33.01667,35.26667,1
1058,"01","09",1943,"01","09",1943,7,3,0,15,4,0,1,1,0,"01/01/1943","01/01/1943",1058001,1943,"Thailand",13.75,100.5167,1
1061,"12","04",1974,"05","12",1975,5,3,-9,17,4,1,1,2,0,"12/12/1974","05/05/1975",1061001,1974,".",32.93,35.519,1
1062,"28","08",1953,"20","12",1953,5,3,0,7,3,1,1,1,0,"28/28/1953","20/20/1953",1062001,1953,"Trieste",45.64861,13.78,1
1063,"01","08",1908,"23","12",1908,4,2,0,15,4,1,1,1,0,"01/01/1908","23/23/1908",1063001,1908,"Curacao, Venezuelan coast",10.38083,-71.29861,1
1066,"17","12",1941,"17","12",1941,7,3,0,15,4,0,1,1,0,"17/17/1941","17/17/1941",1066001,1941,"Indian Ocean",-10,70,1
1067,"15","07",1967,"07","08",1970,5,3,3,17,4,1,1,1,0,"15/15/1967","07/07/1970",1067001,1967,"Border area, Jerusalem",31.75,35,1
1068,"15","08",1970,"14","10",1970,7,3,0,15,4,0,1,1,0,"15/15/1970","14/14/1970",1068001,1970,"Israel",31.75,35,1
1069,"23","07",1968,"01","09",1968,7,1,0,15,4,0,1,1,0,"23/23/1968","01/01/1968",1069001,1968,"Algiers",36.76305,3.050555,1
1070,"11","02",1963,"14","11",1965,5,3,4,17,4,1,1,3,0,"11/11/1963","14/14/1965",1070001,1963,".",1.45,114.47,1
1072,"04","04",1968,"13","12",1968,5,3,-9,8,3,1,1,1,0,"04/04/1968","13/13/1968",1072001,1968,"Sabah",35.3125,43.36833,1
1073,"07","08",1954,"08","06",1955,5,3,0,8,3,1,1,1,0,"07/07/1954","08/08/1955",1073001,1954,"Goa",15.58333,74,1
1074,"17","08",1961,"19","12",1961,2,2,2,17,4,1,1,1,0,"17/17/1961","19/19/1961",1074001,1961,"Goa",15.58333,74,1
1077,"22","09",1947,"10","11",1947,1,2,0,7,3,1,1,1,0,"22/22/1947","10/10/1947",1077001,1947,"Junagadh",21.51667,70.46667,1
1079,"13","03",1951,"14","08",1951,5,3,1,17,4,1,1,1,0,"13/13/1951","14/14/1951",1079001,1951,"Kashmir",34.56667,74.75,1
1081,"20","07",1971,"13","08",1971,5,3,-9,17,4,1,1,1,0,"20/20/1971","13/13/1971",1081001,1971,"Jordan-Syria border",32.4,36.81667,1
1082,"01","07",1937,"01","12",1937,5,3,-9,17,4,1,1,1,0,"01/01/1937","01/01/1937",1082001,1937,"Chaco Boreal",-23,-60,1
1083,"02","07",1962,"19","10",1962,5,3,3,17,4,1,1,1,0,"02/02/1962","19/19/1962",1083001,1962,"Zegdou and Tindouf",27.67417,-8.147778,1
1084,"30","09",1963,"04","11",1963,5,3,3,17,4,1,1,1,0,"30/30/1963","04/04/1963",1084001,1963,"Algerian-Moroccan border",32.11666,-1.226944,1
1086,"09","05",1909,"23","03",1910,1,2,6,20,5,1,1,1,0,"09/09/1909","23/23/1910",1086001,1909,"Northern Moroco",35.78917,-5.793889,1
1087,"23","05",1911,"30","12",1911,1,2,-9,16,4,1,1,1,0,"23/23/1911","30/30/1911",1087001,1911,"Northern Morocco",35.78472,-5.812778,1
1091,"01","02",1958,"25","02",1958,5,3,0,15,4,1,1,1,0,"01/01/1958","25/25/1958",1091001,1958,"Lake Nuba, Wali Halfa",15.06667,30.45,1
1093,"01","05",1900,"06","04",1902,6,1,-9,17,4,1,1,1,0,"01/01/1900","06/06/1902",1093001,1900,"Sena Ultima Esperanza",-26.01667,-54.65,1
1094,"01","11",1907,"01","11",1907,7,4,0,15,4,0,1,1,0,"01/01/1907","01/01/1907",1094001,1907,"Martin Garcia Island",-34.1875,-58.28111,1
1095,"01","01",1912,"18","02",1912,3,1,0,16,4,1,1,1,0,"01/01/1912","18/18/1912",1095001,1912,"Rio Paraguay",-25.26667,-57.66667,1
1097,"01","07",1952,"01","09",1952,3,3,0,14,4,0,1,1,0,"01/01/1952","01/01/1952",1097001,1952,"Alto Palena",-43.61666,-71.8,1
1098,"04","08",1955,"01","09",1955,3,3,0,14,4,0,1,1,0,"04/04/1955","01/01/1955",1098001,1955,"Alto Palena",-43.61666,-71.8,1
1099,"01","04",1958,"19","08",1958,5,3,0,16,4,1,1,1,0,"01/01/1958","19/19/1958",1099001,1958,"Beagle Channel",-54.88334,-68.16666,1
1100,"16","08",1959,"29","09",1959,5,3,0,7,3,0,1,1,0,"16/16/1959","29/29/1959",1100001,1959,"Beagle Channel",-54.88334,-68.16666,1
1101,"24","03",1960,"24","03",1960,5,3,0,12,3,0,1,1,0,"24/24/1960","24/24/1960",1101001,1960,"Alto Palena",-43.61666,-71.8,1
1102,"17","09",1963,"17","09",1963,5,1,0,7,3,0,1,1,0,"17/17/1963","17/17/1963",1102001,1963,"Beagle Channel 1",-54.88334,-68.16666,1
1104,"06","05",1972,"25","05",1972,5,3,-9,16,4,1,1,1,0,"06/06/1972","25/25/1972",1104001,1972,"Oman/South Yemen border",17.3,52.73333,1
1105,"18","11",1973,"18","11",1973,5,3,-9,16,4,0,1,1,0,"18/18/1973","18/18/1973",1105001,1973,"Oman/South Yemen border",17.3,52.73333,1
1106,"01","11",1975,"11","03",1976,3,1,-9,17,4,1,1,1,0,"01/01/1975","11/11/1976",1106001,1975,"South Yemen/Oman border area",17.3,52.73333,1
1107,"25","10",1971,"28","10",1972,6,1,-9,16,4,1,1,1,0,"25/25/1971","28/28/1972",1107001,1971,"Yemen/South Yemen Border",15.5,44.25,1
1108,"01","10",1962,"22","12",1963,5,1,-9,17,4,1,3,2,0,"01/01/1962","22/22/1963",1108001,1962,".",17.23,47.46,1
1109,"01","05",1966,"14","05",1967,5,3,0,16,4,0,2,1,0,"01/01/1966","14/14/1967",1109001,1966,".",17.23,47.46,1
1110,"26","11",1969,"12","12",1969,5,4,1,16,4,1,1,1,0,"26/26/1969","12/12/1969",1110001,1969,"near al Wadeish",16.8125,47.49667,1
1112,"25","09",1949,"01","01",1950,5,1,0,12,3,0,1,1,0,"25/25/1949","01/01/1950",1112001,1949,"Dominican-Haitian border",19.08333,-71.7,1
1114,"23","06",1959,"24","07",1959,5,3,0,7,3,1,2,1,0,"23/23/1959","24/24/1959",1114001,1959,".",-9999,-9999,1
1115,"08","05",1967,"08","05",1967,5,3,1,17,4,1,1,1,0,"08/08/1967","08/08/1967",1115001,1967,"Venezuelan Coast",11.41667,-67.5,1
1117,"23","11",1957,"24","02",1958,5,3,0,17,4,1,1,1,0,"23/23/1957","24/24/1958",1117001,1957,"Spanish Sahara",28.43361,-11.10556,1
1118,"01","01",1972,"30","06",1972,5,3,-9,15,4,1,1,1,0,"01/01/1972","30/30/1972",1118001,1972,"Off Moroccan coast",34.05,-6.766667,1
1119,"01","01",1973,"02","01",1974,6,1,-9,17,4,1,1,1,0,"01/01/1973","02/02/1974",1119001,1973,"Coast of Morocco",35.78472,-5.812778,1
1120,"01","02",1901,"17","06",1901,6,1,0,8,3,1,1,1,0,"01/01/1901","17/17/1901",1120001,1901,"Rio Massacre",-53.56667,-72.31667,1
1123,"09","07",1962,"19","08",1962,5,3,1,16,4,1,1,1,0,"09/09/1962","19/19/1962",1123001,1962,"Iraq-Turkey border",41.06667,32.68333,1
1124,"29","12",1958,"29","01",1959,5,3,1,16,4,1,1,2,0,"29/29/1958","29/29/1959",1124001,1958,".",16.23,-90.27,1
1127,"01","01",1931,"01","01",1931,5,3,-9,17,4,1,1,1,0,"01/01/1931","01/01/1931",1127001,1931,"Saudi Yemen border",17.50556,44.18417,1
1128,"30","12",1931,"01","04",1932,2,2,-9,16,4,1,1,1,0,"30/30/1931","01/01/1932",1128001,1931,"Najran-S.Arabia Yemen border",17.50556,44.18417,1
1129,"15","11",1933,"23","06",1934,8,4,6,20,5,1,1,4,0,"15/15/1933","23/23/1934",1129001,1933,".",17.23,47.46,1
1130,"01","10",1921,"30","10",1921,1,2,-9,17,4,1,1,1,0,"01/01/1921","30/30/1921",1130001,1921,"Gilan province Iran",37,49.83333,1
1131,"15","11",1914,"20","03",1917,3,3,-9,17,4,1,1,1,0,"15/15/1914","20/20/1917",1131001,1914,"Northwest Iran",38.08,46.29194,1
1132,"03","11",1918,"03","11",1918,5,3,0,16,4,0,1,1,0,"03/03/1918","03/03/1918",1132001,1918,"Iran",35.67194,51.42445,1
1133,"08","05",1920,"24","02",1921,5,3,-9,16,4,1,1,2,0,"08/08/1920","24/24/1921",1133001,1920,".",37.36,54.45,1
1134,"13","08",1974,"13","03",1975,6,3,3,17,4,1,1,1,0,"13/13/1974","13/13/1975",1134001,1974,"Kordestan, Qasr-e-sharin, Qala Diza",37,44,1
1135,"30","11",1971,"03","06",1972,5,3,1,17,4,1,1,1,0,"30/30/1971","03/03/1972",1135001,1971,"Persian Gulf",27,51,1
1136,"06","04",1969,"13","06",1969,5,3,0,16,4,1,1,1,0,"06/06/1969","13/13/1969",1136001,1969,"Shatt-al-Arab",29.94972,48.57306,1
1138,"22","09",1959,"21","01",1960,5,3,1,16,4,1,1,1,0,"22/22/1959","21/21/1960",1138001,1959,"Shatt-al-Arab",29.94972,48.57306,1
1139,"01","09",1932,"25","05",1933,6,1,3,17,4,1,1,1,0,"01/01/1932","25/25/1933",1139001,1932,"Leticia",10.36667,-74.46667,1
1141,"01","02",1934,"19","05",1934,2,1,0,8,3,1,1,1,0,"01/01/1934","19/19/1934",1141001,1934,"Ramon Castilla",-4.256945,-69.95944,1
1142,"05","12",1917,"26","12",1917,1,2,0,16,4,0,1,1,0,"05/05/1917","26/26/1917",1142001,1917,"Harbin, China",45.75,126.65,1
1143,"15","12",1919,"01","02",1921,1,2,0,15,4,1,1,1,0,"15/15/1919","01/01/1921",1143001,1919,"Manchuria",45.75,126.65,1
1145,"01","12",1901,"29","01",1905,5,1,2,15,4,1,1,1,0,"01/01/1901","29/29/1905",1145001,1901,"Oriente",-3.373055,-72.03917,1
1147,"01","02",1910,"01","12",1910,4,3,0,13,4,1,1,1,0,"01/01/1910","01/01/1910",1147001,1910,"Oriente",-2,-77,1
1148,"22","04",1912,"01","03",1913,4,3,0,14,4,0,1,1,0,"22/22/1912","01/01/1913",1148001,1912,"Oriente",-2,-77,1
1149,"01","11",1914,"01","01",1916,5,3,0,12,3,0,1,1,0,"01/01/1914","01/01/1916",1149001,1914,"Oriente",-2,-77,1
1150,"01","02",1917,"01","05",1918,5,3,0,12,3,0,1,1,0,"01/01/1917","01/01/1918",1150001,1917,"Oriente",-2,-77,1
1151,"08","10",1932,"12","11",1932,5,1,1,17,4,1,1,1,0,"08/08/1932","12/12/1932",1151001,1932,"Zarumilla river",-3.683333,-79.61667,1
1152,"01","12",1934,"01","10",1936,1,2,0,16,4,1,1,1,0,"01/01/1934","01/01/1936",1152001,1934,"Oriente and Zarumilla River",-3.683333,-79.61667,1
1153,"01","05",1938,"27","06",1938,5,3,1,17,4,1,1,1,0,"01/01/1938","27/27/1938",1153001,1938,"Oriente, Zarumilla River",10.58333,6.8,1
1154,"01","06",1939,"11","02",1942,1,2,5,17,4,1,1,1,0,"01/01/1939","11/11/1942",1154001,1939,"Zarumilla River and Oriente",10.58333,6.8,1
1155,"11","08",1951,"15","08",1951,5,3,1,17,4,1,1,1,0,"11/11/1951","15/15/1951",1155001,1951,"Zamora-Santiago zone",-3.51,-78.3175,1
1156,"24","01",1954,"01","10",1954,5,3,0,15,4,1,1,1,0,"24/24/1954","01/01/1954",1156001,1954,"Rio Putumayo",0.7233334,-75.81,1
1157,"01","08",1955,"27","09",1955,5,3,0,12,3,1,1,1,0,"01/01/1955","27/27/1955",1157001,1955,"Zamora-Santiago zone",-3.51,-78.3175,1
1158,"11","01",1971,"16","01",1971,7,1,0,15,4,0,1,1,0,"11/11/1971","16/16/1971",1158001,1971,"Pacific Ocean off Ecuador",-3.066667,-80.26667,1
